BADGE,CURRENT_TRANSFORMER_OLD,RECOMMENDED_TRANSFORMER_OLD,CLUSTER_OLD,CURRENT_TRANSFORMER_NEW,RECOMMENDED_TRANSFORMER_NEW,CLUSTER_NEW,STATUS
1004559,133428.0,133423.0,1640.0,,,,no_longer_flagged
1004560,133428.0,133423.0,1640.0,,,,no_longer_flagged
1004561,133428.0,133423.0,1640.0,,,,no_longer_flagged
1004581,23048.0,23066.0,1644.0,23048.0,23066.0,1765.0,unchanged
1004614,132148.0,132150.0,1667.0,,,,no_longer_flagged
1004625,132148.0,132150.0,1667.0,,,,no_longer_flagged
1004634,132148.0,132144.0,1673.0,,,,no_longer_flagged
1004637,132148.0,132150.0,1667.0,,,,no_longer_flagged
1004714,132140.0,132141.0,1706.0,,,,no_longer_flagged
1004836,9983.0,23915.0,1758.0,9983.0,23915.0,1878.0,unchanged
1004856,106859.0,106860.0,1766.0,,,,no_longer_flagged
1004925,4746.0,4721.0,1790.0,4746.0,4721.0,1909.0,unchanged
1004946,71011.0,123833.0,1710.0,71011.0,123833.0,1833.0,unchanged
1004947,71011.0,123833.0,1710.0,71011.0,123833.0,1833.0,unchanged
1004949,71011.0,123833.0,1710.0,71011.0,123833.0,1833.0,unchanged
1005016,9915.0,9967.0,1713.0,9915.0,9967.0,1836.0,unchanged
1005076,11956.0,24827.0,1250.0,11956.0,24827.0,1341.0,unchanged
1005143,6657.0,6656.0,1864.0,6657.0,6656.0,1980.0,unchanged
1005207,116466.0,116468.0,1885.0,,,,no_longer_flagged
1005209,116465.0,116463.0,1886.0,116465.0,116463.0,2003.0,unchanged
1005219,109106.0,109104.0,1761.0,109106.0,109104.0,1881.0,unchanged
1005251,109108.0,93090.0,1750.0,,,,no_longer_flagged
1005259,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005260,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005261,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005262,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005264,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005265,109105.0,93091.0,1734.0,,,,no_longer_flagged
1005276,350234.0,350224.0,266.0,350234.0,350204.0,284.0,recommendation_changed
1005301,24309.0,24318.0,1730.0,,,,no_longer_flagged
1005306,24309.0,24318.0,1730.0,,,,no_longer_flagged
1005307,24309.0,24318.0,1730.0,,,,no_longer_flagged
1005308,24309.0,24318.0,1730.0,,,,no_longer_flagged
1005309,24309.0,24318.0,1730.0,,,,no_longer_flagged
1005358,9938.0,9912.0,1921.0,,,,no_longer_flagged
1005359,9938.0,9912.0,1921.0,,,,no_longer_flagged
1005401,148183.0,143045.0,1939.0,148183.0,143045.0,2057.0,unchanged
1005412,24363.0,24388.0,1900.0,24363.0,24388.0,2016.0,unchanged
1005417,11715.0,11540.0,612.0,,,,no_longer_flagged
1005463,19843.0,438.0,494.0,19843.0,438.0,533.0,unchanged
1005467,5484.0,83808.0,1350.0,,,,no_longer_flagged
1005469,5491.0,83808.0,1350.0,,,,no_longer_flagged
1005470,19687.0,19683.0,166.0,,,,no_longer_flagged
